model,dataset,algo,policy,event,run_dir,iteration,p1_idx,p2_idx,anc_idx,length_delta_vs_anc_total,sentence_entropy,predictor_entropy,coverage_min,coverage_p1,coverage_p2,novelty_fraction,behavioral_delta_rate,noop_predictor_rate,parent_gen_depth_max,subsample_win,subsample_tie,subsample_loss,snr_semantic_novelty_rate,slc_lost_count_max,n_merged_sentences,n_p1_sentences,n_p2_sentences,judge_clarity,judge_specificity,judge_internal_consistency,judge_coverage_vs_parents,judge_contradiction_present,selection_proxy_score
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,97,6,8,2,1189,0.991298915707305,0.946394630357186,0.7638888888888888,0.7638888888888888,0.7692307692307693,0.0,0.0,0.5,4,0,3,2,0.0,0,81,54,63,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,138,9,12,0,1483,0.7958812735955936,0.8112781244591328,0.330323887574136,1.0,0.330323887574136,0.0,0.0,0.25,4,0,3,2,0.0,2,75,75,55,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,158,6,14,2,1200,0.9666186325481027,1.0,0.5860392115956653,0.5860392115956653,1.0,0.0,0.0,0.5,6,0,3,2,0.0,0,81,54,81,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,191,10,12,2,1367,0.9222598534433637,0.946394630357186,0.5348557692307693,0.8285318375904158,0.5348557692307693,0.0,0.0,0.25,5,0,5,0,0.0,0,101,82,55,5,5,5,5,False,0.5
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,194,15,16,5,790,0.9897525351939974,1.0,0.642987431807204,1.0,0.642987431807204,0.0,0.0,0.5,7,0,3,2,0.0,2,81,81,80,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,score_plateau,accepted,runs/musique/gpt41mini/original_score_plateau_s0,48,3,4,0,844,0.8700137893746899,0.946394630357186,0.7941176470588235,0.8350549832613706,0.7941176470588235,0.0,0.0,0.5,3,0,3,2,0.0,2,59,49,40,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,score_plateau,accepted,runs/musique/gpt41mini/original_score_plateau_s0,153,7,8,0,964,0.42622865699814483,1.0,0.6325634027793545,0.6325634027793545,1.0,0.0,0.0,0.5,5,0,3,2,0.0,1,64,20,64,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,score_plateau,accepted,runs/musique/gpt41mini/original_score_plateau_s0,240,11,14,0,1371,0.41083783851692773,0.8112781244591328,0.4508494437861941,0.4508494437861941,1.0,0.0,0.0,0.25,8,0,3,2,0.0,2,87,40,87,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,70,1,5,0,1239,0.8965045508847309,0.946394630357186,0.8216433220147142,0.8216433220147142,1.0,0.005780346820809248,0.0,0.5,2,0,4,1,0.0,0,70,34,43,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,84,4,7,0,1731,0.8405942806441526,0.946394630357186,0.8217556759545924,0.8217556759545924,1.0,0.0,0.0,0.5,3,0,3,2,0.0,0,99,37,70,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,87,4,5,0,1143,0.8961397668230736,0.946394630357186,0.8217556759545924,0.8217556759545924,1.0,0.006122448979591836,0.0,0.5,2,0,3,2,0.0,0,73,37,43,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,108,2,7,0,1585,0.8096826936095329,0.946394630357186,0.8214546783625731,0.8214546783625731,1.0,0.0,0.0,0.5,3,0,3,2,0.0,0,92,30,70,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,113,2,5,0,997,0.8926649294282899,0.946394630357186,0.8214546783625731,0.8214546783625731,1.0,0.006756756756756757,0.0,0.5,2,0,5,0,0.0,0,66,30,43,5,5,5,5,False,0.5
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,115,4,10,0,1325,0.8836305113778573,0.946394630357186,0.8217556759545924,0.8217556759545924,1.0,0.005607476635514018,0.2,0.5,3,0,3,2,0.0,0,77,37,47,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,budget_proportional,accepted,runs/musique/qwen3_8b/combine_all_budget_proportional_s0,153,10,16,0,1559,0.8646118131947138,0.946394630357186,0.8221426728586172,1.0,0.8221426728586172,0.004893964110929853,0.2,0.5,3,1,3,1,0.0,0,94,47,54,5,5,5,5,False,0.5
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,20,1,2,0,607,0.7692552373208171,0.946394630357186,0.7946428571428571,0.7946428571428571,0.8194444444444444,0.0,0.0,0.5,1,0,4,1,0.0,0,39,25,19,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,50,3,5,0,1193,0.9758914124809771,0.946394630357186,0.8182057416267943,0.8182057416267943,1.0,0.004301075268817204,0.0,0.5,3,0,5,0,0.0,0,65,39,48,5,5,5,5,False,0.5
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,65,6,7,2,1324,0.9526487857646717,0.946394630357186,0.8186388384754991,1.0,0.8186388384754991,0.0,0.0,0.5,4,0,3,2,0.0,0,88,65,46,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,113,5,7,0,1239,0.9935331995520723,0.946394630357186,0.8186388384754991,1.0,0.8186388384754991,0.006085192697768763,0.0,0.5,3,0,4,1,0.0,0,73,48,46,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,151,10,12,0,1964,0.9668177422720053,0.946394630357186,0.8191638795986622,1.0,0.8191638795986622,0.0,0.0,0.5,4,0,4,1,0.0,0,106,73,56,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,162,4,14,2,1278,0.9306984526704123,0.946394630357186,0.8333333333333334,0.8333333333333334,0.9991638795986622,0.0037735849056603774,0.0,0.5,4,0,3,2,0.0,0,81,38,64,5,5,5,5,False,0.3
qwen3-8b,musique,combine_all,immediate,accepted,runs/musique/qwen3_8b/combine_all_immediate_s0,167,3,10,2,1324,0.8905264938353944,0.946394630357186,0.8182057416267943,0.8182057416267943,1.0,0.0,0.0,0.5,4,0,4,1,0.0,0,88,39,73,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,score_plateau,accepted,runs/musique/qwen3_8b/combine_all_score_plateau_s0,81,4,10,0,1212,0.8931225517794676,0.946394630357186,0.8249259658096648,0.8249259658096648,1.0,0.005952380952380952,0.0,0.5,4,0,4,1,0.0,0,69,37,40,5,5,5,5,False,0.4
qwen3-8b,musique,combine_all,score_plateau,accepted,runs/musique/qwen3_8b/combine_all_score_plateau_s0,118,7,13,3,1884,0.8710742835983462,0.946394630357186,0.8406346749226006,0.8406346749226006,1.0,0.0,0.0,0.5,6,0,3,2,0.0,0,103,43,91,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,70,1,5,0,651,0.5830194167347008,1.0,0.637141485272332,0.637141485272332,1.0,0.0,0.0,0.5,2,0,3,2,0.0,9,43,34,43,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,76,2,7,0,651,0.5830194167347008,1.0,0.6407812231544266,0.6407812231544266,1.0,0.0,0.0,0.5,3,0,3,2,0.0,6,43,30,43,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,84,7,8,0,651,0.9996098363678071,1.0,0.7664939402773752,1.0,0.7664939402773752,0.0,0.0,0.5,3,0,3,2,0.0,1,43,43,31,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,89,4,11,0,651,0.5830194167347008,1.0,0.6333968320015791,0.6333968320015791,1.0,0.0,0.0,0.5,4,0,3,2,0.0,9,43,37,43,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,105,13,14,0,651,0.9996098363678071,1.0,0.7580530744176136,1.0,0.7580530744176136,0.0,0.0,0.5,5,0,3,2,0.0,1,43,43,33,5,5,5,5,False,0.3
qwen3-8b,musique,original,budget_proportional,accepted,runs/musique/qwen3_8b/original_budget_proportional_s0,119,15,17,0,651,0.5830194167347008,1.0,0.629461063104838,1.0,0.629461063104838,0.0,0.0,0.5,6,0,3,2,0.0,11,43,43,41,5,5,5,5,False,0.3
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,26,1,3,0,588,0.6409441847875288,1.0,0.6486127544764237,0.6486127544764237,1.0,0.0,0.0,0.5,2,0,3,2,0.0,14,43,34,43,5,5,5,5,False,0.3
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,70,4,7,1,68,0.9110015349020533,0.946394630357186,0.8067693041513994,0.8067693041513994,0.8286127544764237,0.0,0.0,0.5,3,0,4,1,0.0,11,45,43,50,5,5,5,5,False,0.4
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,77,5,7,1,168,0.8868595071429147,0.946394630357186,0.8067693041513994,0.8067693041513994,0.8305593010845043,0.0,0.0,0.5,4,0,4,1,0.0,11,51,49,50,5,5,5,5,False,0.4
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,97,6,8,3,310,0.9984546873004173,0.946394630357186,0.8067693041513994,0.8067693041513994,0.9640547152979746,0.0,0.0,0.5,5,0,5,0,0.0,4,59,57,45,5,5,5,5,False,0.5
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,134,8,11,0,896,0.9841900509654936,0.946394630357186,0.7980769230769231,0.7980769230769231,0.8286127544764237,0.0,0.0,0.5,4,0,3,2,0.0,11,57,45,62,5,5,5,5,False,0.3
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,137,11,15,1,751,0.9204762353922787,0.946394630357186,0.7980769230769231,0.832744879287308,0.7980769230769231,0.0,0.0,0.5,7,0,3,2,0.0,10,83,62,71,5,5,5,5,False,0.3
qwen3-8b,musique,original,immediate,accepted,runs/musique/qwen3_8b/original_immediate_s0,160,10,11,7,110,0.9793417069604131,0.946394630357186,0.7980769230769231,0.7980769230769231,0.8305593010845043,0.0,0.0,0.5,5,0,3,2,0.0,11,63,51,62,5,5,5,5,False,0.3
qwen3-8b,musique,original,score_plateau,accepted,runs/musique/qwen3_8b/original_score_plateau_s0,88,2,7,0,666,0.5363596511250623,1.0,0.6326793713025748,0.6326793713025748,1.0,0.0,0.0,0.5,2,0,3,2,0.0,5,45,30,45,5,5,5,5,False,0.3
qwen3-8b,musique,original,score_plateau,accepted,runs/musique/qwen3_8b/original_score_plateau_s0,104,11,12,0,897,0.4288109647301171,0.8112781244591328,0.4033823254615527,1.0,0.4033823254615527,0.0,0.0,0.25,3,0,3,2,0.0,15,53,53,59,5,5,5,5,False,0.3
qwen3-8b,musique,original,score_plateau,accepted,runs/musique/qwen3_8b/original_score_plateau_s0,157,4,10,0,916,0.4854607607459134,1.0,0.6274133160708957,0.6274133160708957,1.0,0.0,0.0,0.5,3,0,3,2,0.0,4,53,37,53,5,5,5,5,False,0.3
